,word,detail,code
6986,marker,other,0
6987,marketeer,other,0
6988,marketer,other,0
7003,masker,other,0
7019,mastersinger,other,0
7021,masturbator,other,0
7024,matchmaker,other,0
7041,mauler,other,0
7057,mayflower,other,0
7081,mediator,other,0
7098,megastar,other,0
7124,meltwater,other,0
7137,menswear,other,0
7203,microcar,other,0
7205,microcomputer,other,0
7207,microcontroller,other,0
7208,microdensitometer,other,0
7215,micrometer,other,0
7217,micropower,other,0
7218,microprocessor,other,0
7232,midfielder,other,0
7238,midwater,other,0
7247,miler,other,0
7250,milker,other,0
7254,miller,other,0
7255,milliammeter,other,0
7256,millibar,other,0
7263,millworker,other,0
7265,milometer,other,0
7273,minder,other,0
7278,minelayer,other,0
7282,minesweeper,other,0
7283,mineworker,other,0
7284,minibar,other,0
7285,minicar,other,0
7286,minicomputer,other,0
7298,minitower,other,0
7304,minter,other,0
7322,misremember,other,0
7325,missioner,other,0
7333,mitigator,other,0
7338,mixer,other,0
7339,mixmaster,other,0
7351,mobster,other,0
7360,moderator,other,0
7363,modifier,other,0
7375,moisturizer,other,0
7382,molester,other,0
7394,moneyer,other,0
7396,moneylender,other,0
7397,moneymaker,other,0
7410,monochromator,other,0
7412,monolayer,other,0
7413,monomer,other,0
7434,moonflower,other,0
7436,moonraker,other,0
7440,mooseburger,other,0
7461,mortgagor,other,0
7473,mosstrooper,other,0
7481,motherfucker,other,0
7483,motivator,other,0
7498,mountaineer,other,0
7501,mourner,other,0
7503,mouser,other,0
7505,mouthbrooder,other,0
7507,mover,other,0
7508,moviegoer,other,0
7509,moviemaker,other,0
7512,mower,other,0
7524,mudder,other,0
7525,muddler,other,0
7528,mudskipper,other,0
7531,muffler,other,0
7554,multicellular,other,0
7561,multilayer,other,0
7564,multimeter,other,0
7568,multiplayer,other,0
7571,multiplier,other,0
7572,multiprocessor,other,0
7576,multivendor,other,0
7577,multivibrator,other,0
7595,murderer,other,0
7598,murther,other,0
7607,musketeer,other,0
7630,mythographer,other,0
7646,nailer,other,0
7670,narrator,other,0
7683,navigator,other,0
7706,neckwear,other,0
7707,necromancer,other,0
7710,needler,other,0
7713,negator,other,0
7715,negotiator,other,0
7729,nester,other,0
7734,netminder,other,0
7737,netter,other,0
7738,networker,other,0
7751,neurotransmitter,other,0
7760,newcomer,other,0
7767,newscaster,other,0
7770,newsletter,other,0
7771,newspaper,other,0
7773,newsreader,other,0
7774,newsvendor,other,0
7785,nibbler,other,0
7802,nightjar,other,0
7803,nightrider,other,0
7807,nightwalker,other,0
7808,nightwear,other,0
7812,nipper,other,0
7832,noisemaker,other,0
7856,northeaster,other,0
7858,norther,other,0
7859,northerner,other,0
7868,notepaper,other,0
7892,numerator,other,0
7899,nutcracker,other,0
7901,nutter,other,0
7925,objector,other,0
7927,obligor,other,0
7931,observer,other,0
7937,occupier,other,0
7947,oculomotor,other,0
7962,offender,other,0
7983,ohmmeter,other,0
7985,oiler,other,0
7995,oligomer,other,0
8009,oncer,other,0
8011,oner,other,0
8012,onlooker,other,0
8020,opener,other,0
8025,operator,other,0
8031,oppressor,other,0
8037,optocoupler,other,0
8042,orbiter,other,0
8057,organizer,other,0
8058,orienteer,other,0
8059,originator,other,0
8070,oscillator,other,0
8077,osmometer,other,0
8099,ouster,other,0
8100,outdoor,other,0
8102,outerwear,other,0
8103,outfielder,other,0
8104,outfitter,other,0
8107,outlier,other,0
8108,outliner,other,0
8109,outrider,other,0
8111,outsider,other,0
8113,outswinger,other,0
8115,outworker,other,0
8120,overbear,other,0
8121,overbidder,other,0
8125,overfamiliar,other,0
8130,overlayer,other,0
8131,overlooker,other,0
8133,overnighter,other,0
8134,overpower,other,0
8137,overrider,other,0
8142,oversteer,other,0
8145,overwater,other,0
8146,overwear,other,0
8147,overwinter,other,0
8150,ovipositor,other,0
8155,owner,other,0
8159,oxer,other,0
8160,oximeter,other,0
8162,oxpecker,other,0
8165,oxygenator,other,0
8168,oystercatcher,other,0
8173,pacemaker,other,0
8174,pacer,other,0
8175,pacesetter,other,0
8178,pacifier,other,0
8180,packer,other,0
8186,pager,other,0
8188,painkiller,other,0
8202,palmar,other,0
8210,pamphleteer,other,0
8238,paperhanger,other,0
8250,paraglider,other,0
8253,paratrooper,other,0
8255,pardner,other,0
8262,parishioner,other,0
8275,parser,other,0
8276,partaker,other,0
8277,parter,other,0
8283,partygoer,other,0
8290,passer,other,0
8300,pathfinder,other,0
8317,paver,other,0
8320,pawnbroker,other,0
8321,payer,other,0
8322,paymaster,other,0
8327,peacemaker,other,0
8334,pecker,other,0
8340,peddler,other,0
8347,peeper,other,0
8365,penetrator,other,0
8366,penetrometer,other,0
8369,peninsular,other,0
8377,pensioner,other,0
8380,pentamer,other,0
8397,percolator,other,0
8405,performer,other,0
8406,perfumer,other,0
8412,perisher,other,0
8424,perpetrator,other,0
8427,persecutor,other,0
8432,persuader,other,0
8438,petitioner,other,0
8441,petrodollar,other,0
8466,phaser,other,0
8474,philanderer,other,0
8498,photocopier,other,0
8499,photodetector,other,0
8501,photographer,other,0
8503,photometer,other,0
8505,photomultiplier,other,0
8506,photoreceptor,other,0
8508,photosetter,other,0
8511,phototransistor,other,0
8512,phototypesetter,other,0
8524,picker,other,0
8526,picnicker,other,0
8535,piecer,other,0
8539,piercer,other,0
8548,piledriver,other,0
8561,pinaster,other,0
8566,pinger,other,0
8584,pisser,other,0
8595,placeholder,other,0
8604,planer,other,0
8607,planner,other,0
8611,planter,other,0
8614,plasterer,other,0
8617,plasticizer,other,0
8618,platelayer,other,0
8620,platformer,other,0
